Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
"Seattle, WA metro area",September 2014,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",9/1/2014,9/30/2014,,42644,Value,13659,-0.018820487,0.008193091,0.994375204,-0.3%,-0.6%,3797,-7.5%,3.1%,9336,-1.9%,-1.7%,21,3,4,209.905660377,0.039222624,0.063952010,379900,0.013201760,0.058217270,206.8,0.010837557,0.086576271,$380K,2.0%,7.0%,2.5,0.2,-0.1,4227,-7.2%,-0.2%,1,0.438153310,-0.034648888,-0.024837857,42644,3444,-0.053846154,0.049040512,30,0.339545844,0.035732418,0.032922700,-1,-2,0.286542007,-0.032736570,-0.059194006
"Los Angeles, CA metro area",November 2015,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",11/1/2015,11/30/2015,,31084,Value,22402,-0.098039216,-0.026338665,0.991337102,-0.2%,0.4%,4920,-24.1%,-4.0%,15443,-7.3%,-5.6%,37,2,-3,348.943067034,-0.016241059,0.085721266,510000,-0.053803340,0.064718163,343.951434126,-0.005837151,0.083332355,$499K,0.0%,6.9%,3.1,0.5,-0.1,5855,-23.1%,7.9%,1,0.335781945,-0.022403334,0.003684705,31084,5173,-0.179409898,0.065718995,30,0.195169332,-0.044225880,0.000449860,-1,-2,0.341260163,0.001192303,0.040382114
"Los Angeles, CA metro area",March 2017,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",3/1/2017,3/31/2017,,31084,Value,24130,0.120137406,0.020511736,0.995199748,0.4%,0.0%,6614,45.4%,7.0%,16143,5.9%,3.5%,42,-11,6,394.422310757,0.014351290,0.075255899,599000,0.030981067,0.069833899,374.436041083,0.020621876,0.059767462,$555K,2.8%,6.7%,2.4,-1,-0.1,9036,37.1%,3.3%,1,0.385650224,-0.005196458,-0.042207365,31084,6021,0.377803204,-0.059806371,30,0.157281794,0.019671929,-0.023831169,-1,-2,0.378590868,0.021071079,0.011999665
"Washington, DC metro area",January 2014,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",1/1/2014,1/31/2014,,47894,Value,17965,0.014914412,0.061259452,0.984060923,-0.3%,0.2%,3311,-33.9%,-8.7%,12574,-3.7%,9.1%,47,9,-1,183.473068854,0.037968308,0.060789917,349900,0.044477612,0.076615385,178.571428571,-0.034093756,0.089704733,$330K,-7.0%,9.3%,3.8,1.2,0.6,5084,55.8%,1.3%,1,0.461228020,0.120676838,-0.059419302,47894,3469,0.138123360,-0.032087054,30,0.188881820,0.024895913,0.002211682,-1,-2,0.207490184,-0.009849009,-0.018164988
"Washington, DC metro area",June 2017,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",6/1/2017,6/30/2017,,47894,Value,25126,0.004839032,-0.054489350,0.993435797,-0.1%,0.2%,8627,9.6%,5.8%,16434,3.6%,-9.6%,18,3,-4,205.904059041,0.007880102,0.028562602,399900,-0.012592593,0.038701299,201.681891561,-0.012661785,0.044000380,$405K,1.3%,3.6%,1.9,-0.1,-0.3,9439,-4.7%,9.6%,1,0.498788368,-0.051224166,0.052471355,47894,7428,-0.068939584,0.079180590,30,0.298223196,0.012103501,0.001715085,-1,-2,0.284919439,-0.017672024,0.030994022
"Washington, DC metro area",May 2020,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",5/1/2020,5/31/2020,,47894,Value,18132,0.046278130,-0.232572904,0.996465920,-0.4%,-0.1%,5382,-4.0%,-32.7%,11118,-3.3%,-26.4%,30,7,7,220.574960175,0.016923361,0.041417745,450000,1.222237161e-05,0.046511628,210.982658960,-0.021529698,0.009477986,$440K,-1.3%,3.8%,2.1,0,0.2,6757,8.9%,-31.4%,1,0.403662291,0.005373688,-0.058060197,47894,6171,0.200116686,-0.179824561,30,0.190232056,0.017461286,-0.066852160,-1,-2,0.335562988,-0.074428092,-0.028516502
"Philadelphia, PA metro area",August 2019,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",8/1/2019,8/31/2019,,37964,Value,9768,-0.046559297,0.026266022,0.969074723,-0.3%,-0.5%,2398,-5.0%,-7.2%,6926,-3.3%,2.7%,39,0,8,148.818948099,-0.018968676,0.072146809,214900,-0.007161007,0.102616727,153.372500282,-0.010499998,0.039324237,$225K,-0.2%,9.2%,2.9,0.1,0.3,2667,-5.1%,-7.5%,1,0.322641509,0.034462044,-0.032258586,37964,2120,-0.085418464,0.008563273,30,0.266387525,-0.013104308,-0.001782157,-1,-2,0.183486239,-0.023410313,-0.031767343
"Philadelphia, PA metro area",October 2019,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",10/1/2019,10/31/2019,,37964,Value,10083,0.025007624,0.035960136,0.969450822,0.2%,0.2%,2080,-0.1%,-4.1%,7311,0.7%,5.3%,39,1,7,154.978083907,-0.057954244,0.084166388,219900,-0.083368070,0.100325244,144.596658282,0.002184156,0.028881680,$202K,1.0%,2.3%,3.5,0,0.3,2904,-2.6%,-1.3%,1,0.334008097,-0.035509447,-0.024929101,37964,1976,0.083333333,-0.045410628,30,0.332375872,0.031838460,-0.033119520,-1,-2,0.18125,-0.000699112,-0.026314576
 National,April 2012,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,4/1/2012,4/30/2012,U.S.,1400,Value,2657566,0.010948884,-0.131151072,0.965490111,0.3%,0.7%,404665,2.7%,8.9%,2150978,1.7%,-16.5%,80,-12,-16,108,0.000265839,-0.007397492,199685,-0.000571728,0.003659001,99,0.040996830,0.043057441,$178K,4.0%,5.9%,5.315445898,-0.053314566,-1.613757967,606655,-2.6%,-1.7%,1,0.324695752,-0.008768937,0.061932940,,309608,0.083242555,0.225615448,30,0.056997923,-0.003339909,-0.017248015,-1,11,0.189050430,0.006096744,0.018850162
 National,January 2019,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,1/1/2019,1/31/2019,U.S.,1400,Value,1918764,0.021386678,0.081731820,0.974986172,-0.2%,-0.4%,335557,-24.3%,-7.6%,1417511,1.1%,11.2%,57,6,4,161,0.078080850,0.043927042,298978,0.103605480,0.040219879,149,-0.004105562,0.035162241,$272K,-1.9%,3.0%,4.224344681,1.062810315,0.713115110,532292,67.9%,5.5%,1,0.364451451,0.094660354,-0.035056076,,307366,0.051953003,-0.039487764,30,0.140751079,0.040461298,0.032063988,-1,11,0.178703372,-0.012793010,-0.030787808
"Los Angeles, CA metro area",February 2016,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",2/1/2016,2/29/2016,,31084,Value,21887,0.091566505,-0.000411034,0.989532248,0.1%,0.2%,4505,-3.9%,4.1%,15050,4.5%,-1.7%,45,2,0,363.468160302,0.015836183,0.062159511,550000,0.037931685,0.078431373,343.373493976,0.006694642,0.079670581,$501K,0.2%,6.4%,3.3,0.2,-0.2,7619,8.0%,3.8%,1,0.439169139,0.048275882,-0.025527084,31084,5055,0.257775566,0.037561576,30,0.165780731,0.005339187,-0.003901197,-1,-2,0.323862375,0.002045357,0.034054194
"Washington, DC metro area",April 2014,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",4/1/2014,4/30/2014,,47894,Value,23135,0.127161998,0.115154729,0.990774131,0.2%,-0.2%,5232,19.0%,-4.6%,15777,12.5%,19.4%,23,-8,5,194.367283951,0.007163100,0.008916658,395000,0.025974026,0.039747302,196.057363014,0.031880858,0.049386216,$365K,5.6%,3.2%,3,-0.2,0.6,9404,21.2%,6.2%,1,0.561506962,-0.035591031,-0.063781456,47894,6105,0.213476446,-0.060913706,30,0.233567852,0.046535967,0.026439049,-1,-2,0.261659021,0.014787577,-0.049439940
"Chicago, IL metro area",July 2013,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",7/1/2013,7/31/2013,,16984,Value,43066,0.010061684,-0.135151418,0.974786226,0.2%,2.1%,10207,6.1%,37.5%,32275,1.4%,-19.9%,38,-1,-24,127.927423323,-0.000502737,0.146328752,207000,0.009756098,0.218363743,124.481175390,-0.008943789,0.117790146,$202K,-1.9%,17.4%,3.2,-0.100000000,-2.2,11902,-2.3%,18.7%,1,0.376246371,-0.030868253,0.076729463,16984,7923,-0.021368577,0.366977226,30,0.245484121,0.027624059,-0.022539712,-1,-2,0.247575193,0.005295896,0.076169723
"Philadelphia, PA metro area",March 2019,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",3/1/2019,3/31/2019,,37964,Value,9539,0.112549568,-0.029701963,0.964823885,0.6%,-0.2%,1892,31.8%,-7.9%,6812,6.5%,4.5%,51,-1,1,159.348134007,0.020253507,0.072536816,230000,0.022222222,0.070265240,140.504094358,0.036505614,-0.008270711,$198K,6.9%,0.9%,3.6,-0.9,0.4,3210,28.5%,4.3%,1,0.408493428,0.028659174,0.007966418,37964,1978,0.366022099,-0.131313131,30,0.238549618,0.035297586,0.000827089,-1,-2,0.158033827,0.009008757,-0.031260577
"Boston, MA metro area",February 2013,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",2/1/2013,2/28/2013,,14454,Value,17696,0.034551301,-0.206243832,0.968633381,-0.1%,1.2%,2081,-18.3%,-3.3%,15183,9.1%,-22.0%,126,12,-16,223.714285714,0.054385993,0.059116022,374900,0.071142857,0.01875,189.544962080,-0.006201183,0.074397413,$317K,-2.5%,9.4%,7.3,1.8,-1.7,3989,9.0%,-16.1%,1,0.098501071,0.002986120,-0.039429964,14454,934,-0.224252492,0.073563218,30,0.087861424,-0.051125281,-0.067284426,-1,-2,0.179721288,0.009784082,0.051468500
"Boston, MA metro area",January 2017,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",1/1/2017,1/31/2017,,14454,Value,9639,-0.027346115,-0.135670732,0.986536306,-0.3%,0.6%,3187,-26.2%,3.6%,6110,-3.2%,-20.2%,30,7,-5,253.769230769,0.060999707,0.053561266,449900,0.153885612,0.058837373,241.547885030,-0.015001703,0.061500604,$425K,1.2%,7.6%,1.9,0.4,-0.6,3384,85.9%,3.4%,1,0.567876070,0.182013284,0.084938705,14454,2453,0.019958420,0.059611231,30,0.219967267,0.054488249,0.022997570,-1,-2,0.298085974,-0.012793655,0.058411178
"Seattle, WA metro area",July 2018,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",7/1/2018,7/31/2018,,42644,Value,11997,0.039961859,0.135864420,1.013114445,-1.4%,-2.1%,4746,-5.7%,-4.0%,7329,12.8%,34.4%,9,2,1,301.369863014,-0.026343519,0.084931507,549970,-0.059719610,0.100050005,313.045695634,-0.004033079,0.098721633,$575K,-1.4%,8.5%,1.5,0.2,0.4,5526,-12.5%,-2.3%,1,0.558532193,-0.123828005,-0.110317582,42644,4442,-0.086759868,-0.090871879,30,0.332241779,0.029085505,0.063631585,-1,-2,0.456805731,-0.089876827,-0.121385651
 National,October 2019,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,10/1/2019,10/31/2019,U.S.,1400,Value,2232717,-0.010593585,-0.024354441,0.981595413,-0.1%,0.1%,543672,2.1%,3.6%,1594438,-3.2%,-4.7%,44,2,1,163,-0.014270342,0.027817914,298794,-0.020002859,0.033214936,159,0.009183752,0.041180815,$294K,0.7%,5.7%,2.932718962,-0.161492085,-0.257240081,604155,-2.5%,-0.1%,1,0.331694863,-0.015214756,0.016206479,,453634,0.028152893,0.040037922,30,0.179271477,-0.034984019,-0.006396317,-1,11,0.220685406,-0.005461677,-0.000934521
 National,April 2014,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,4/1/2014,4/30/2014,U.S.,1400,Value,2491614,0.061093571,0.040104577,0.975631195,0.3%,-0.2%,443796,13.1%,-3.5%,1884162,3.8%,2.6%,59,-11,-1,126,0.008862787,0.058503125,241502,0.017959936,0.065964783,118,0.028880953,0.080954503,$215K,2.5%,8.0%,4.245555379,-0.382865821,0.252683826,715831,11.8%,4.3%,1,0.365346068,-0.023931257,-0.018078120,,417351,0.254609586,0.073959000,30,0.088287220,0.019712804,0.035777656,-1,11,0.211983190,0.012207260,-0.026643391
 National,June 2014,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,6/1/2014,6/30/2014,U.S.,1400,Value,2615470,0.012423684,0.041360516,0.977838365,0.1%,-0.3%,542595,7.0%,3.1%,2034397,3.9%,4.5%,48,-4,-4,126,-0.013813707,0.048903006,237787,-0.031161403,0.051547756,122,0.018217690,0.055545466,$229K,3.4%,4.8%,3.749377878,-0.110182310,0.049304965,698156,-5.7%,7.7%,1,0.333529918,-0.016189770,-0.005249602,,417549,-0.076323411,0.055404101,30,0.097122407,-0.003016462,0.040756701,-1,11,0.214800825,-0.001655698,-0.034200105
"Washington, DC metro area",November 2015,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",11/1/2015,11/30/2015,,47894,Value,23863,-0.111710840,0.032627980,0.984783538,-0.1%,0.1%,4439,-15.2%,7.9%,17110,-12.2%,2.2%,44,2,2,186.616886847,-0.053725721,0.000934097,342000,-0.075425791,0.008849558,189.083269672,0.005244539,0.016200779,$360K,1.4%,1.1%,3.9,0.2,-0.2,4540,-32.3%,6.3%,1,0.334763948,-0.040442663,0.008306093,47894,4194,-0.133471074,0.067990833,30,0.235067212,-0.055549932,0.007653254,-1,-2,0.208154990,0.001238673,0.004897027
"Washington, DC metro area",April 2017,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",4/1/2017,4/30/2017,,47894,Value,23619,0.043011702,-0.114896009,0.993635361,0.3%,0.3%,6403,4.2%,1.0%,15306,8.3%,-14.5%,17,-9,-7,204.689250552,0.001704900,0.022881998,416444.5,-0.019899976,0.015718293,201.892744479,0.015882172,0.036404347,$390K,5.3%,4.6%,2.4,0.1,-0.4,9746,-6.2%,-9.9%,1,0.595208420,-0.020481186,0.040472873,47894,7221,0.022514868,-0.013120131,30,0.235789886,0.008739140,-0.015439439,-1,-2,0.296267375,0.030393067,0.032187867
"Washington, DC metro area",December 2018,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",12/1/2018,12/31/2018,,47894,Value,16783,-0.189070352,-0.004094469,0.988816261,0.0%,-0.1%,5175,-6.0%,-5.3%,11257,-18.6%,-1.1%,50,2,11,192.592170192,-0.065334454,-0.016385365,359990,-0.076711977,0.028542857,212.992763611,0.038093962,0.080688116,$400K,2.5%,3.9%,2.2,-0.3,0.1,3029,-34.5%,-10.8%,1,0.242774566,0.032406272,-0.120047686,47894,3633,-0.272818255,-0.014111262,30,0.178733233,-0.064597932,0.007246901,-1,-2,0.229371981,-0.005868710,0.000685556
"Washington, DC metro area",November 2019,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",11/1/2019,11/30/2019,,47894,Value,18151,-0.120207455,-0.122970622,0.993548677,0.0%,0.5%,5122,-15.8%,-7.0%,12080,-12.5%,-12.7%,37,3,-11,216,-0.018781918,0.048265658,405000,-0.047036401,0.038727879,210.843373494,0.012048193,0.027618165,$415K,1.2%,6.4%,2.4,0.1,-0.1,4444,-30.5%,-3.9%,1,0.310998457,-0.039606687,0.100630162,47894,4537,-0.142019667,-0.091873499,30,0.218708609,-0.059769652,-0.024622555,-1,-2,0.283483014,-0.015284447,0.048242324
"Philadelphia, PA metro area",September 2013,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",9/1/2013,9/30/2013,,37964,Value,13474,0.003649907,-0.022064160,0.948235631,-0.1%,1.2%,1669,-14.3%,19.7%,11368,2.1%,-3.8%,55,2,-15,112.876506024,0.102735584,0.032751449,155000,0.107934239,0.033333333,112.124962775,-0.067995431,0.058258076,$155K,-7.2%,6.9%,6.8,1.1,-1.7,2662,9.8%,8.4%,1,0.342882722,0.027560141,0.018134681,37964,1117,-0.099193548,0.250839866,30,0.221410978,0.035067762,0.011374590,-1,-2,0.127621330,0.000759491,0.036516596
"Los Angeles, CA metro area",March 2012,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",3/1/2012,3/31/2012,,31084,Value,32125,-0.023704604,-0.212506741,0.979147648,0.2%,0.0%,6822,29.2%,3.2%,22579,-7.0%,-27.9%,64,-4,-7,230.527777778,0.003083576,-0.001774105,339900,0.002654867,0.016143498,216.012084592,0.025526225,-0.034193382,$310K,3.3%,-3.1%,3.3,-1.3,-1.4,8425,3.7%,-17.6%,1,0.397765363,0.009005673,0.049931650,31084,6265,0.214147287,0.098930012,30,0.212764073,-0.003728225,-0.024850840,-1,-2,0.273526825,0.010029951,-0.007713720
"Los Angeles, CA metro area",September 2012,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",9/1/2012,9/30/2012,,31084,Value,22163,-0.102458187,-0.428302422,0.990820254,-0.1%,1.3%,6359,-19.7%,0.9%,14665,-8.1%,-52.0%,36,-2,-24,251.710478934,0.018286415,0.123015983,375000,0.041666667,0.164596273,237.061105662,0.024205258,0.076373995,$349K,3.3%,10.8%,2.3,0.3,-2.5,6535,-11.3%,-21.2%,1,0.448599819,0.008007320,0.152241859,31084,5535,-0.127797038,0.151925078,30,0.195976816,-0.012609834,-0.050118086,-1,-2,0.351942129,-0.001942899,0.084682964
"Los Angeles, CA metro area",November 2013,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",11/1/2013,11/30/2013,,31084,Value,19880,-0.097594190,0.055762082,0.997191612,-0.3%,0.4%,5664,-15.3%,-15.3%,13269,-7.2%,12.2%,25,3,-7,301.049972536,-0.006446986,0.188011600,443850,-0.012569522,0.186764706,298.913043478,0.016810980,0.231521739,$430K,-1.7%,22.9%,2.3,0.2,0.5,5671,-26.2%,-4.1%,1,0.428862920,0.005953377,-0.064742270,31084,5391,-0.162107554,-0.000741427,30,0.228653252,-0.040849302,0.036179679,-1,-2,0.370586158,-0.040483401,-0.001179955
"Los Angeles, CA metro area",June 2019,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",6/1/2019,6/30/2019,,31084,Value,27709,-0.012015974,0.071127604,0.996354323,0.1%,-0.7%,6313,-4.8%,-10.9%,20238,1.3%,12.1%,46,0,10,435.468332401,-0.004721677,0.017796843,685000,0.000730460,0.053846154,420.535714286,0.001211429,-0.001775035,$637K,1.3%,0.3%,3.2,0.2,0.7,7925,-9.8%,-10.6%,1,0.229229945,-0.020525197,-0.067852284,31084,5597,-0.086353248,-0.126696833,30,0.185838522,-0.001592680,-0.009167292,-1,-2,0.390147315,0.012282418,-0.073432583
"Chicago, IL metro area",January 2020,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",1/1/2020,1/31/2020,,16984,Value,31877,-0.010031056,0.022780505,0.964350317,-0.3%,-0.1%,5213,-25.5%,11.1%,23565,-0.6%,-0.1%,64,9,3,163.004854369,0.129776739,0.024838087,280000,0.217920835,0.037421267,142.370529298,-0.023838096,0.014240868,$235K,-2.5%,4.4%,4.5,1.1,-0.5,8454,87.7%,7.3%,1,0.386373724,0.147340179,0.000659438,16984,4506,0.057002111,0.091041162,30,0.187311691,0.038724597,0.007181937,-1,-2,0.157682716,-0.002888712,-0.004439141
"Boston, MA metro area",December 2019,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",12/1/2019,12/31/2019,,14454,Value,9884,-0.268880834,-0.041690906,0.989040888,-0.4%,0.1%,4356,8.3%,19.6%,5813,-30.5%,-12.4%,34,7,11,277.311248074,-0.034681051,0.049078175,475000,-0.010416667,0.060386204,282.545273235,0.011214662,0.054273408,$500K,2.0%,10.1%,1.3,-0.8,-0.5,1539,-44.9%,-5.8%,1,0.129765396,-0.048712294,-0.166054540,14454,2728,-0.283989501,0.096463023,30,0.167383451,-0.092774293,-0.007047425,-1,-2,0.306014692,-0.035521475,0.001428040
"Philadelphia, PA metro area",January 2014,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",1/1/2014,1/31/2014,,37964,Value,11501,-0.036605797,-0.062367520,0.937883236,-0.5%,0.4%,1224,-23.6%,-3.1%,9521,-1.4%,-4.5%,65,1,-12,113.136070652,0.194488804,0.027572258,155000,0.193225558,0.034022682,102.682648402,-0.050119538,0.021604568,$148K,-2.6%,9.3%,7.8,1.8,-0.100000000,2104,54.7%,-13.4%,1,0.351225204,0.116182469,-0.006148316,37964,857,-0.084401709,-0.077502691,30,0.163533242,0.034066645,-0.015941076,-1,-2,0.095588235,-0.016701222,-0.008133063
"Philadelphia, PA metro area",September 2016,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",9/1/2016,9/30/2016,,37964,Value,11978,-0.043901660,-0.132531866,0.963071016,-0.3%,1.0%,2111,-14.3%,14.0%,9579,1.7%,-16.1%,48,4,-7,126.996579784,0.044615387,0.048075863,174900,0.034911243,0.053614458,124.96875,-0.038376059,0.087543172,$170K,-6.1%,7.6%,4.5,0.7,-1.7,2783,3.4%,1.1%,1,0.342176871,0.015901084,0.029298083,37964,1470,-0.201954397,0.113636364,30,0.220377910,0.024603412,-0.002068032,-1,-2,0.158218854,0.003123442,0.037808486
"Seattle, WA metro area",October 2014,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",10/1/2014,10/31/2014,,42644,Value,13066,-0.043414598,-0.011050560,0.992700459,-0.2%,-0.4%,3999,5.3%,5.1%,8617,-7.7%,-3.7%,27,6,6,210.674157303,0.003661154,0.098746759,379950,0.000131614,0.085726532,203.313253012,-0.016860479,0.041431915,$369K,-2.9%,5.4%,2.2,-0.3,-0.100000000,3820,-9.6%,1.0%,1,0.419689119,-0.018464191,-0.022477343,42644,3281,-0.047328688,0.003977968,30,0.350005802,0.010459958,0.018051420,-1,-2,0.273818455,-0.012723552,-0.040422218
"Seattle, WA metro area",July 2019,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",7/1/2019,7/31/2019,,42644,Value,12753,-0.030337591,0.063015754,0.999159244,-0.4%,-1.4%,4712,-0.3%,-0.7%,7769,-3.0%,6.0%,14,3,5,300.589614925,-0.036300632,-0.002589005,550000,-0.043476597,5.454842991e-05,307.688222540,-0.009595571,-0.017114029,$562K,-3.1%,-2.3%,1.6,-0.100000000,0.1,4800,-12.0%,-13.1%,1,0.503994522,-0.062386635,-0.054537671,42644,4381,-0.061884368,-0.013732553,30,0.367228730,0.008552075,0.034986950,-1,-2,0.325551783,-0.041488623,-0.131253948
 National,August 2015,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,8/1/2015,8/31/2015,U.S.,1400,Value,2661989,-0.023577181,-0.001296325,0.978983589,-0.2%,0.4%,563954,-9.7%,9.6%,2026079,-1.5%,-3.5%,47,2,-4,131,-0.005118938,0.055744906,240765,-0.027655222,0.049661638,129,-0.005137199,0.057851542,$240K,-0.9%,6.0%,3.592628204,0.300191060,-0.487281295,641229,-11.3%,7.2%,1,0.311660010,-0.006261838,0.030570582,,442318,-0.082437586,0.174397660,30,0.137345842,-0.000768895,0.040735317,-1,11,0.218862593,-0.011608999,0.027722630
"Los Angeles, CA metro area",October 2012,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",10/1/2012,10/31/2012,,31084,Value,21462,-0.031629292,-0.432267280,0.992131339,0.1%,1.3%,7252,14.0%,22.9%,13123,-10.5%,-55.2%,35,-1,-29,253.177617154,0.005828674,0.134147995,369000,-0.016,0.153125,236.018633540,-0.004397483,0.098797861,$345K,-1.1%,15.0%,1.8,-0.5,-3.2,7063,8.1%,-10.2%,1,0.490914887,0.042315068,0.196527944,31084,6274,0.133514002,0.248805732,30,0.220300236,0.024323421,-0.024385705,-1,-2,0.353695532,0.001753403,0.077734157
"Los Angeles, CA metro area",November 2017,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",11/1/2017,11/30/2017,,31084,Value,21969,-0.090385889,-0.113652869,0.999582087,0.2%,0.7%,5978,-6.0%,-1.2%,14859,-9.7%,-15.7%,41,0,-1,404.195494411,-0.020979771,0.085553614,596750,-0.029674797,0.085197309,398.605830165,0.006050736,0.071622796,$589K,1.6%,8.0%,2.5,-0.1,-0.4,5614,-19.6%,-1.8%,1,0.268102134,-0.019095098,0.025559728,31084,5248,-0.092041522,0.023201404,30,0.158355206,-0.031244454,-0.007318215,-1,-2,0.408832385,-0.004570163,0.056056444
"Los Angeles, CA metro area",August 2018,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",8/1/2018,8/31/2018,,31084,Value,27028,0.025108094,0.031918143,0.999768998,-0.1%,-0.1%,6966,6.2%,-7.9%,19170,2.2%,9.1%,38,2,-1,414.245295242,-0.026523556,0.050077152,619000,-0.031298905,0.050042409,427.615449306,0.005258692,0.076149745,$629K,0.2%,6.4%,2.8,-0.1,0.5,8429,0.0%,3.0%,1,0.264401294,-0.009200532,-0.037199870,31084,6180,0.007663460,-0.100436681,30,0.237715180,0.031651021,0.044717742,-1,-2,0.423054838,-0.022355348,-0.018891737
"Los Angeles, CA metro area",May 2020,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",5/1/2020,5/31/2020,,31084,Value,19521,0.093613445,-0.303964915,0.992466237,-0.7%,-0.3%,3164,-17.5%,-52.3%,13940,4.6%,-30.3%,44,6,-2,467.397989197,0.047988249,0.068254686,745000,0.097201767,0.088385683,433.381088825,0.007250932,0.031793696,$635K,-2.3%,1.0%,4.4,0.9,1.4,6327,45.8%,-28.0%,1,0.339154412,0.110655973,0.089399270,31084,4352,0.235310815,-0.289585374,30,0.146413199,0.026470244,-0.041018002,-1,-2,0.387484197,-0.071827227,0.009619300
"Washington, DC metro area",February 2018,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",2/1/2018,2/28/2018,,47894,Value,17148,0.036884750,-0.091977760,0.990225588,0.3%,0.2%,4371,7.1%,0.0%,10961,4.2%,-12.3%,42,-1,-4,208.496197967,0.013157934,0.032788445,415000,0.040100251,0.020282729,202.091715589,0.010458578,0.023396402,$375K,2.7%,2.8%,2.5,-0.1,-0.4,6753,27.8%,-5.9%,1,0.644028595,0.143663898,0.024128512,47894,4756,0.156333576,-0.009991674,30,0.257549494,0.043447051,0.064465920,-1,-2,0.259665980,0.034096546,0.026889601
